month_key,Product ID,total_sales,total_quantity,avg_selling_price
201908,TEC-PH-10000895,1007.944,7,1007.944
201908,TEC-PH-10001128,299.98,2,299.98
201908,TEC-PH-10001530,1091.168,4,1091.168
201908,TEC-PH-10001949,213.48,3,213.48
201908,TEC-PH-10002398,624.3439999999999,7,312.17199999999997
201908,TEC-PH-10002468,135.99,1,135.99
201908,TEC-PH-10003691,806.336,8,806.336
201908,TEC-PH-20002310,399.96,5,399.96
201910,FUR-BO-10001337,616.998,6,616.998
201910,FUR-CH-10000229,433.568,2,433.568
201910,FUR-CH-10000749,1628.82,9,1628.82
201910,FUR-CH-10002320,1604.9,5,1604.9
201910,FUR-CH-10002774,244.704,6,122.352
201910,FUR-CH-10002880,504.259,5,252.1295
201910,FUR-CH-10003298,589.41,5,589.41
201910,FUR-CH-10003761,183.372,2,183.372
201910,FUR-CH-10003774,545.88,6,545.88
201910,FUR-CH-10003833,146.352,3,146.352
201910,FUR-CH-10004626,605.34,6,605.34
201910,FUR-FU-10000023,17.67,3,17.67
201910,FUR-FU-10000193,129.92,4,129.92
201910,FUR-FU-10000222,129.92,5,129.92
201910,FUR-FU-10000448,63.92,4,63.92
201910,FUR-FU-10000521,93.888,4,93.888
201910,FUR-FU-10000758,31.776,3,31.776
201910,FUR-FU-10001196,63.47,11,63.47
201910,FUR-FU-10002107,8.92,4,8.92
201910,FUR-FU-10002364,14.76,2,14.76
201910,FUR-FU-10003724,46.872,7,46.872
201910,FUR-FU-10004586,5.312,2,5.312
201910,FUR-FU-20004270,15.384,1,15.384
201910,FUR-TA-10000617,409.59,3,409.59
201910,FUR-TA-10001866,143.432,1,143.432
201910,FUR-TA-10002903,1298.55,5,1298.55
201910,FUR-TA-10003008,328.59,3,328.59
201910,FUR-TA-10003238,385.686,1,385.686
201910,FUR-TA-10003954,1421.664,8,1421.664
201910,FUR-TA-10004607,591.32,4,591.32
201910,OFF-AP-10000240,213.92,4,213.92
201910,OFF-AP-10002892,91.92,5,91.92
201910,OFF-AP-10004052,3.16,4,3.16
201910,OFF-AP-10004708,121.792,4,121.792
201910,OFF-AR-10000937,255.85,7,255.85
201910,OFF-AR-10001022,2.84,1,2.84
201910,OFF-AR-10001419,12.39,3,12.39
201910,OFF-AR-10001683,49.25,5,49.25
201910,OFF-AR-10002053,14.9,5,14.9
201910,OFF-AR-10002135,144.6,3,144.6
201910,OFF-AR-10002335,6.192,3,6.192
201910,OFF-AR-10003190,11.52,4,11.52
201910,OFF-AR-10004010,55.984,2,55.984
201910,OFF-BI-10000136,14.352,3,14.352
201910,OFF-BI-10000309,13.698,3,13.698
201910,OFF-BI-10000343,2.946,3,2.946
201910,OFF-BI-10000632,8.682,1,8.682
201910,OFF-BI-10001460,36.36,3,36.36
201910,OFF-BI-10002353,49.408,4,49.408
201910,OFF-BI-10002429,18.264,2,18.264
201910,OFF-BI-10002432,15.18,3,15.18
201910,OFF-BI-10002571,15.968,2,15.968
201910,OFF-BI-10002609,1.788,3,1.788
201910,OFF-BI-10002706,34.272,3,34.272
201910,OFF-BI-10002764,7.752,3,7.752
201910,OFF-BI-10002867,95.648,2,95.648
201910,OFF-BI-10003196,2.992,1,2.992
201910,OFF-BI-10003476,22.92,4,22.92
201910,OFF-BI-10003676,10.78,5,10.78
201910,OFF-BI-10003727,20.064,6,20.064
201910,OFF-BI-10003784,1.344,1,1.344
201910,OFF-BI-10004001,34.08,2,34.08
201910,OFF-BI-10004099,15.36,2,15.36
201910,OFF-BI-10004140,8.082,3,4.041
201910,OFF-BI-10004209,19.296,3,19.296
201910,OFF-BI-10004738,18.94,1,18.94
201910,OFF-BI-10004817,11.98,5,11.98
201910,OFF-EN-10001219,22.919999999999998,3,11.459999999999999
201910,OFF-EN-10001335,52.512,6,52.512
201910,OFF-EN-10002230,201.432,3,201.432
201910,OFF-EN-10003160,36.4,5,36.4
201910,OFF-EN-10004030,14.48,5,14.48
201910,OFF-EN-10004846,12.768,6,12.768
201910,OFF-FA-10000254,19.782,5,9.891
201910,OFF-FA-10000735,4.672,2,4.672
201910,OFF-FA-10002676,4.344,3,4.344
201910,OFF-FA-10002763,11.85,3,11.85
201910,OFF-FA-10002975,11.34,3,11.34
201910,OFF-LA-10000240,7.31,1,7.31
201910,OFF-LA-10002271,4.928,2,4.928
201910,OFF-LA-10002475,29.24,4,29.24
201910,OFF-LA-10002787,18.75,5,18.75
201910,OFF-LA-10003510,24.424,1,24.424
201910,OFF-LA-10004689,14.45,5,14.45
201910,OFF-PA-10000167,61.96,2,61.96
201910,OFF-PA-10000349,11.952,3,11.952
201910,OFF-PA-10000482,75.88,2,75.88
201910,OFF-PA-10000788,10.368,2,10.368
201910,OFF-PA-10001184,19.136,4,19.136
201910,OFF-PA-10001838,9.408,2,9.408
201910,OFF-PA-10002109,3.808,1,3.808
201910,OFF-PA-10002230,7.968,2,7.968
201910,OFF-PA-10002581,322.192,13,322.192
201910,OFF-PA-10003016,10.048,4,10.048
201910,OFF-PA-10003228,146.73,3,146.73
201910,OFF-PA-10003823,123.92,4,123.92
201910,OFF-PA-10004071,88.768,2,88.768
201910,OFF-PA-10004519,13.44,3,13.44
201910,OFF-PA-20000477,64.74,13,64.74
201910,OFF-PA-20001166,10.368,2,10.368
201910,OFF-PA-20002195,10.16,2,10.16
201910,OFF-ST-10000532,61.568,2,61.568
201910,OFF-ST-10000615,79.45,7,79.45
201910,OFF-ST-10000642,83.92,5,83.92
201910,OFF-ST-10000934,98.352,3,98.352
201910,OFF-ST-10001228,107.44,10,107.44
201910,OFF-ST-10001469,269.9,5,269.9
201910,OFF-ST-10001522,275.97,3,275.97
201910,OFF-ST-10001713,211.96,4,211.96
201910,OFF-ST-10001932,386.34,2,386.34
201910,OFF-ST-10001963,405.64,4,405.64
201910,OFF-ST-10002352,31.92,4,31.92
201910,OFF-ST-10002370,21.39,1,21.39
201910,OFF-ST-10003442,141.4,5,141.4
201910,OFF-ST-10003479,381.61199999999997,11,190.80599999999998
201910,OFF-ST-10003641,315.2,4,315.2
201910,OFF-ST-10003805,505.32,3,505.32
201910,OFF-ST-10003816,281.904,2,281.904
201910,OFF-ST-10003996,80.3,5,80.3
201910,OFF-SU-10000646,480.74,2,480.74
201910,OFF-SU-10000898,22.24,2,22.24
201910,OFF-SU-10002301,6.28,2,6.28
201910,OFF-SU-10003567,15.36,2,15.36
201910,TEC-AC-10000865,177.0,3,177.0
201910,TEC-AC-10001101,25.78,2,25.78
201910,TEC-AC-10001314,119.976,3,119.976
201910,TEC-AC-10001445,9.09,3,9.09
201910,TEC-AC-10001542,22.96,2,22.96
201910,TEC-AC-10001553,40.776,3,40.776
201910,TEC-AC-10001606,319.968,4,319.968
201910,TEC-AC-10002331,23.472,3,23.472
201910,TEC-AC-10002800,99.98,2,99.98
201910,TEC-AC-10002942,345.0,5,345.0
201910,TEC-AC-10003023,142.488,3,142.488
201910,TEC-AC-10003038,7.16,1,7.16
201910,TEC-AC-10003433,1.98,2,1.98
201910,TEC-AC-10003610,179.97,3,179.97
201910,TEC-AC-10004568,251.91,9,251.91
201910,TEC-CO-10002095,1999.96,5,1999.96
201910,TEC-MA-10002694,101.994,2,101.994
201910,TEC-PH-10000486,742.336,8,742.336
201910,TEC-PH-10000526,383.96,5,383.96
201910,TEC-PH-10001128,719.952,6,719.952
201910,TEC-PH-10001305,117.576,3,117.576
201910,TEC-PH-10001336,257.98,2,257.98
201910,TEC-PH-10001363,2735.952,6,2735.952
201910,TEC-PH-10001557,230.376,3,230.376
201910,TEC-PH-10001760,318.4,2,318.4
201910,TEC-PH-10002352,1394.95,5,1394.95
201910,TEC-PH-10002583,15.992,1,15.992
201910,TEC-PH-10003092,73.584,2,73.584
201910,TEC-PH-10004667,755.944,7,755.944
201910,TEC-PH-10004922,321.552,6,321.552
201911,FUR-BO-10000330,411.332,4,411.332
201911,FUR-BO-10000362,1025.88,6,1025.88
201911,FUR-BO-10001601,222.666,2,222.666
201911,FUR-BO-10002545,521.96,4,521.96
201911,FUR-BO-10003159,275.952,3,275.952
201911,FUR-BO-10003546,424.116,6,424.116
201911,FUR-BO-10004015,305.9745,3,305.9745
201911,FUR-BO-10004467,67.9932,1,67.9932
201911,FUR-CH-10000595,381.44,2,381.44
201911,FUR-CH-10000665,603.92,5,603.92
201911,FUR-CH-10000847,611.058,3,611.058
201911,FUR-CH-10000863,603.92,5,603.92
201911,FUR-CH-10000988,112.648,1,112.648
201911,FUR-CH-10001482,392.94,3,392.94
201911,FUR-CH-10001714,120.712,1,120.712
201911,FUR-CH-10001797,69.264,2,69.264
201911,FUR-CH-10001973,155.372,2,155.372
201911,FUR-CH-10002017,37.296,2,37.296
201911,FUR-CH-10002335,725.344,4,725.344
201911,FUR-CH-10002602,135.882,1,135.882
201911,FUR-CH-10002758,683.144,4,683.144
201911,FUR-CH-10003379,797.944,4,797.944
201911,FUR-CH-10004289,479.9,5,479.9
201911,FUR-CH-10004754,149.9,5,149.9
201911,FUR-CH-10004997,1221.87,8,610.935
201911,FUR-FU-10000175,10.984,2,10.984
201911,FUR-FU-10000221,6.096,3,6.096
201911,FUR-FU-10000320,20.04,6,20.04
201911,FUR-FU-10000397,39.88,2,39.88
201911,FUR-FU-10000409,23.968,2,23.968
201911,FUR-FU-10001095,52.96,2,52.96
201911,FUR-FU-10001468,683.92,5,341.96
201911,FUR-FU-10001546,8.544,2,8.544
201911,FUR-FU-10001602,151.72,4,151.72
201911,FUR-FU-10001867,53.2,5,53.2
201911,FUR-FU-10001940,30.247999999999998,5,15.123999999999999
201911,FUR-FU-10002045,111.15,5,111.15
201911,FUR-FU-10002253,68.704,2,68.704
201911,FUR-FU-10002379,124.41,3,124.41
201911,FUR-FU-10002505,10.11,3,10.11
201911,FUR-FU-10002960,35.168,7,35.168
201911,FUR-FU-10003142,31.68,6,31.68
201911,FUR-FU-10003194,19.3,5,19.3
201911,FUR-FU-10003268,199.9,5,199.9
201911,FUR-FU-10003553,137.54,2,137.54
201911,FUR-FU-10003773,397.6,5,397.6
201911,FUR-FU-10004018,89.34,6,89.34
201911,FUR-FU-10004587,25.128,3,25.128
201911,FUR-FU-10004671,35.34,2,35.34
201911,FUR-TA-10000577,1218.735,5,1218.735
201911,FUR-TA-10000849,145.98,2,145.98
201911,FUR-TA-10001768,945.036,6,945.036
201911,FUR-TA-10002041,573.728,4,573.728
201911,FUR-TA-10002356,629.064,3,629.064
201911,FUR-TA-10002533,292.1,4,292.1
201911,FUR-TA-10003008,730.2,4,730.2
201911,OFF-AP-10000240,320.88,6,320.88
201911,OFF-AP-10000692,40.54,2,40.54
201911,OFF-AP-10001242,241.44,3,241.44
201911,OFF-AP-10001293,245.88,6,245.88
201911,OFF-AP-10001626,7.78,2,7.78
201911,OFF-AP-10002118,333.056,2,333.056
201911,OFF-AP-10002518,533.94,3,533.94
201911,OFF-AP-10002734,675.12,3,675.12
201911,OFF-AP-10002892,22.98,1,22.98
201911,OFF-AP-10004336,34.176,3,34.176
201911,OFF-AP-10004708,76.12,2,76.12
201911,OFF-AP-10004859,101.92,8,50.96
201911,OFF-AR-10000034,3.392,1,3.392
201911,OFF-AR-10000380,151.92,4,151.92
201911,OFF-AR-10000634,10.272,3,10.272
201911,OFF-AR-10000940,2.94,1,2.94
201911,OFF-AR-10001315,4.224,3,4.224
201911,OFF-AR-10001868,6.72,4,6.72
201911,OFF-AR-10001897,43.176,3,43.176
201911,OFF-AR-10001919,5.64,3,5.64
201911,OFF-AR-10001954,14.67,3,14.67
201911,OFF-AR-10002240,120.768,4,120.768
201911,OFF-AR-10002833,5.46,3,5.46
201911,OFF-AR-10003156,30.48,3,30.48
201911,OFF-AR-10003179,51.016,7,51.016
201911,OFF-AR-10003183,2.672,1,2.672
201911,OFF-AR-10003582,67.56,3,67.56
201911,OFF-AR-10003651,7.872,3,7.872
201911,OFF-AR-10003752,57.75,5,57.75
201911,OFF-AR-10004707,7.44,3,7.44
201911,OFF-AR-10004757,15.744,5,7.872
201911,OFF-AR-20001149,3.9,2,3.9
201911,OFF-BI-10000201,8.118,12,4.059
201911,OFF-BI-10000309,45.66,3,45.66
201911,OFF-BI-10000494,3.132,2,3.132
201911,OFF-BI-10000546,17.28,6,8.64
201911,OFF-BI-10000632,26.046,3,26.046
201911,OFF-BI-10000666,48.896,2,48.896
201911,OFF-BI-10000756,12.72,3,12.72
201911,OFF-BI-10000962,52.064,4,52.064
201911,OFF-BI-10001031,17.088,4,17.088
201911,OFF-BI-10001036,21.936,3,21.936
201911,OFF-BI-10001071,319.9,5,319.9
201911,OFF-BI-10001078,12.912,3,12.912
201911,OFF-BI-10001098,19.242,3,19.242
201911,OFF-BI-10001107,14.48,5,14.48
201911,OFF-BI-10001267,1.234,1,1.234
201911,OFF-BI-10001359,3049.7659999999996,8,1524.8829999999998
201911,OFF-BI-10001553,7.312,1,7.312
201911,OFF-BI-10001634,29.12,4,29.12
201911,OFF-BI-10001658,22.428,3,22.428
201911,OFF-BI-10001757,11.808,8,11.808
201911,OFF-BI-10001765,6.928,1,6.928
201911,OFF-BI-10002012,4.32,3,4.32
201911,OFF-BI-10002049,14.67,3,14.67
201911,OFF-BI-10002429,213.08,7,213.08
201911,OFF-BI-10002571,9.98,5,9.98
201911,OFF-BI-10002982,14.301,7,14.301
201911,OFF-BI-10003350,5.742,3,5.742
201911,OFF-BI-10003460,43.8,10,43.8
201911,OFF-BI-10003527,2033.584,2,2033.584
201911,OFF-BI-10003656,50.997,1,50.997
201911,OFF-BI-10003669,12.96,3,12.96
201911,OFF-BI-10003676,17.248,2,17.248
201911,OFF-BI-10003684,136.338,9,68.169
201911,OFF-BI-10003712,7.856,2,7.856
201911,OFF-BI-10004656,14.04,10,7.02
201911,OFF-BI-10004728,2.892,3,2.892
201911,OFF-BI-10004970,12.39,3,12.39
201911,OFF-EN-10001509,1.632,1,1.632
201911,OFF-EN-10001990,11.36,2,11.36
201911,OFF-EN-10002592,34.74,3,34.74
201911,OFF-EN-10002600,7.08,3,7.08
201911,OFF-EN-10002621,23.472,3,23.472
201911,OFF-EN-10003001,604.656,9,604.656
201911,OFF-EN-10003040,62.808,3,62.808
201911,OFF-EN-10003160,21.84,3,21.84
201911,OFF-EN-10003862,64.02,6,64.02
201911,OFF-EN-10004007,62.28,4,62.28
201911,OFF-EN-10004483,78.35,5,78.35
201911,OFF-EN-10004773,74.352,3,74.352
201911,OFF-EN-10004955,16.23,3,16.23
201911,OFF-FA-10000585,8.376,3,8.376
201911,OFF-FA-10000611,5.92,4,5.92
201911,OFF-FA-10003021,11.28,7,5.64
201911,OFF-FA-10003112,12.624,2,12.624
201911,OFF-FA-10003495,30.4,5,30.4
201911,OFF-LA-10000248,5.904,2,5.904
201911,OFF-LA-10000407,39.84,8,39.84
201911,OFF-LA-10000452,5.04,2,5.04
201911,OFF-LA-10001045,5.22,2,5.22
201911,OFF-LA-10001158,93.15,9,93.15
201911,OFF-LA-10001317,2.52,1,2.52
201911,OFF-LA-10001569,44.82,9,22.41
201911,OFF-LA-10001613,11.52,4,11.52
201911,OFF-LA-10001771,47.808,12,47.808
201911,OFF-LA-10002043,41.4,4,41.4
201911,OFF-LA-10002762,25.06,2,25.06
201911,OFF-LA-10002787,22.5,6,22.5
201911,OFF-LA-10003498,44.4,3,44.4
201911,OFF-LA-10003923,23.68,2,23.68
201911,OFF-LA-10003930,196.62,2,196.62
201911,OFF-PA-10000130,12.84,3,12.84
201911,OFF-PA-10000141,3.488,2,3.488
201911,OFF-PA-10000223,45.36,7,22.68
201911,OFF-PA-10000246,30.18,3,30.18
201911,OFF-PA-10000304,25.92,5,25.92
201911,OFF-PA-10000357,166.44,3,166.44
201911,OFF-PA-10000533,15.696,3,15.696
201911,OFF-PA-10000575,26.76,4,26.76
201911,OFF-PA-10000587,43.68,6,43.68
201911,OFF-PA-10000806,167.94,3,167.94
201911,OFF-PA-10000955,15.696,3,15.696
201911,OFF-PA-10001019,143.856,9,143.856
201911,OFF-PA-10001033,344.31600000000003,10,172.15800000000002
201911,OFF-PA-10001363,85.96,7,85.96
201911,OFF-PA-10001509,62.65,7,62.65
201911,OFF-PA-10001583,5.88,1,5.88
201911,OFF-PA-10001609,6.58,2,6.58
201911,OFF-PA-10001752,9.96,2,9.96
201911,OFF-PA-10001776,46.35,5,46.35
201911,OFF-PA-10001800,25.92,4,25.92
201911,OFF-PA-10001815,144.12,3,144.12
201911,OFF-PA-10001947,11.96,2,11.96
201911,OFF-PA-10002137,99.584,14,33.19466666666667
201911,OFF-PA-10002245,53.82,9,53.82
201911,OFF-PA-10002259,35.808,4,35.808
201911,OFF-PA-10002262,32.4,5,32.4
201911,OFF-PA-10002479,15.84,3,15.84
201911,OFF-PA-10002586,14.94,3,14.94
201911,OFF-PA-10003016,21.98,7,21.98
201911,OFF-PA-10003270,31.68,6,31.68
201911,OFF-PA-10003309,12.96,2,12.96
201911,OFF-PA-10003395,733.95,7,733.95
201911,OFF-PA-10003465,94.85,5,94.85
201911,OFF-PA-10003591,34.44,3,34.44
201911,OFF-PA-10003625,123.92,4,123.92
201911,OFF-PA-10003724,21.72,5,21.72
201911,OFF-PA-10004039,223.92,4,223.92
201911,OFF-PA-10004082,15.96,2,15.96
201911,OFF-PA-10004100,36.288,7,36.288
201911,OFF-PA-10004359,629.1,6,629.1
201911,OFF-PA-10004470,11.36,2,11.36
201911,OFF-PA-10004609,20.736,4,20.736
201911,OFF-PA-10004947,21.4,5,21.4
201911,OFF-PA-20001166,15.552,3,15.552
201911,OFF-ST-10000025,381.72,5,381.72
201911,OFF-ST-10000036,197.58,2,197.58
201911,OFF-ST-10000046,646.2,5,646.2
201911,OFF-ST-10000464,69.52,2,69.52
201911,OFF-ST-10000675,169.45,5,169.45
201911,OFF-ST-10000877,221.16,4,221.16
201911,OFF-ST-10000885,67.15,5,67.15
201911,OFF-ST-10000991,344.91,3,344.91
201911,OFF-ST-10001097,669.08,5,669.08
201911,OFF-ST-10001128,443.92,5,443.92
201911,OFF-ST-10001321,92.52,6,92.52
201911,OFF-ST-10001328,49.632,4,49.632
201911,OFF-ST-10001490,535.41,3,535.41
201911,OFF-ST-10001511,193.95,3,193.95
201911,OFF-ST-10001558,25.984,2,25.984
201911,OFF-ST-10002011,2934.33,7,2934.33
201911,OFF-ST-10002214,22.58,2,22.58
201911,OFF-ST-10002344,485.88,6,485.88
201911,OFF-ST-10002743,340.92,3,340.92
201911,OFF-ST-10002974,43.57,1,43.57
201911,OFF-ST-10003208,362.92,2,362.92
201911,OFF-ST-10003470,1117.92,4,1117.92
201911,OFF-ST-10003656,76.792,1,76.792
201911,OFF-ST-10003716,1080.096,6,1080.096
201911,OFF-ST-10004186,665.88,6,665.88
201911,OFF-ST-10004258,36.63,3,36.63
201911,OFF-ST-20004950,62.94,3,62.94
201911,OFF-SU-10000157,286.344,3,286.344
201911,OFF-SU-10000432,16.656,6,16.656
201911,OFF-SU-10001225,7.36,2,7.36
201911,OFF-SU-10001574,18.25,5,9.125
