month_key,State,Product ID,avg_delivery_days,total_orders
201908,California,TEC-AC-10002399,4.0,1
201908,California,TEC-AC-10004510,6.0,1
201908,California,TEC-CO-10004115,7.0,1
201908,California,TEC-PH-10001949,5.0,1
201908,California,TEC-PH-10002398,7.0,1
201908,California,TEC-PH-10003691,4.0,1
201908,Colorado,FUR-FU-10003274,4.0,1
201908,Colorado,FUR-TA-10004289,2.0,1
201908,Colorado,OFF-AP-10003622,2.0,1
201908,Colorado,OFF-PA-10000019,4.0,1
201908,Colorado,OFF-PA-10001125,4.0,1
201908,Colorado,OFF-PA-10001837,4.0,1
201908,Colorado,OFF-SU-10004661,4.0,1
201908,Colorado,TEC-PH-10000149,4.0,1
201908,Connecticut,FUR-CH-10002335,2.0,1
201908,Connecticut,OFF-AP-10002765,2.0,1
201908,Connecticut,OFF-AR-10004165,2.0,1
201908,Connecticut,OFF-BI-10001989,3.0,1
201908,Connecticut,OFF-BI-10002432,5.0,1
201908,Connecticut,OFF-ST-10000563,5.0,1
201908,Delaware,FUR-FU-10001731,6.0,1
201908,Delaware,OFF-AR-10003770,6.0,1
201908,Delaware,OFF-PA-10002160,6.0,1
201908,Delaware,OFF-PA-10002659,6.0,1
201908,Delaware,TEC-AC-10002800,6.0,1
201908,Florida,FUR-BO-10000468,2.0,1
201908,Florida,FUR-TA-10001857,4.0,1
201908,Florida,OFF-AP-10002403,4.0,1
201908,Florida,OFF-AP-10004708,2.0,1
201908,Florida,OFF-AR-10004344,4.0,1
201908,Florida,OFF-BI-10004390,4.0,1
201908,Florida,OFF-EN-10001749,4.0,1
201908,Florida,OFF-LA-10000443,4.0,1
201908,Florida,OFF-PA-10000295,4.0,1
201908,Florida,OFF-PA-10000312,2.0,1
201908,Florida,OFF-PA-10001937,7.0,1
201908,Florida,OFF-SU-10000432,4.0,1
201908,Florida,OFF-SU-10003936,2.0,1
201908,Florida,TEC-AC-10002473,4.0,1
201908,Florida,TEC-PH-10002398,7.0,1
201908,Georgia,OFF-BI-10000138,1.0,1
201908,Georgia,OFF-ST-10000991,4.0,1
201908,Georgia,TEC-AC-10000023,1.0,1
201908,Illinois,FUR-CH-10004495,5.0,1
201908,Kentucky,OFF-SU-10004661,2.0,1
201908,Maine,OFF-AP-10001271,4.0,1
201908,Maine,OFF-PA-10004353,4.0,1
201908,Maine,TEC-AC-10002473,4.0,1
201908,Michigan,FUR-FU-10002088,4.0,1
201908,Michigan,OFF-AP-10002495,4.0,1
201908,Michigan,OFF-EN-10002500,4.0,1
201908,Michigan,OFF-PA-10001934,5.0,1
201908,Michigan,TEC-CO-10001571,4.0,1
201908,Michigan,TEC-PH-10001128,4.0,1
201908,Missouri,OFF-BI-10001758,6.0,1
201908,Missouri,OFF-PA-10001846,3.0,1
201908,Missouri,OFF-ST-10002011,6.0,1
201908,Missouri,TEC-AC-10003237,6.0,1
201908,Montana,OFF-BI-10002799,0.0,1
201908,New Jersey,OFF-BI-10002854,4.0,1
201908,New Mexico,TEC-AC-10001635,5.0,1
201908,New York,FUR-FU-10004586,2.0,1
201908,New York,OFF-AR-10004165,6.0,1
201908,New York,OFF-BI-10001116,2.0,1
201908,New York,OFF-PA-10001019,5.0,1
201908,New York,OFF-PA-10003936,0.0,1
201908,New York,OFF-PA-10004530,0.0,1
201908,New York,OFF-ST-10003221,5.0,1
201908,New York,OFF-ST-10004459,5.0,1
201908,New York,OFF-SU-10002537,5.0,1
201908,New York,TEC-AC-10004571,5.0,1
201908,New York,TEC-PH-10002468,6.0,1
201908,North Carolina,FUR-FU-10000629,4.0,1
201908,North Carolina,OFF-AP-10001005,4.0,1
201908,North Carolina,OFF-PA-10002377,4.0,1
201908,Ohio,OFF-AR-10002804,3.0,1
201908,Ohio,OFF-AR-10004930,5.0,1
201908,Ohio,OFF-BI-10001718,2.0,1
201908,Ohio,OFF-BI-10001982,5.0,1
201908,Ohio,OFF-BI-10002103,5.0,1
201908,Ohio,OFF-BI-10004141,5.0,1
201908,Ohio,OFF-EN-10002504,2.0,1
201908,Ohio,OFF-EN-10002600,2.0,1
201908,Ohio,OFF-FA-10000621,2.0,1
201908,Ohio,OFF-PA-10004965,2.0,1
201908,Ohio,OFF-SU-10004768,2.0,1
201908,Pennsylvania,FUR-TA-10001539,4.0,1
201908,Pennsylvania,OFF-FA-10000992,5.0,1
201908,South Carolina,TEC-AC-10000023,5.0,1
201908,Texas,FUR-TA-10001307,7.0,1
201908,Texas,OFF-BI-10002133,4.0,1
201908,Texas,OFF-BI-10002225,4.0,1
201908,Texas,OFF-BI-10003638,3.0,1
201908,Texas,OFF-PA-10001639,6.0,1
201908,Utah,OFF-AP-10003590,5.0,1
201908,Utah,OFF-AR-10000896,5.0,1
201908,Utah,OFF-BI-10002852,5.0,1
201908,Utah,OFF-PA-10000806,5.0,1
201908,Utah,OFF-ST-10002289,5.0,1
201908,Utah,TEC-PH-20002310,5.0,1
201908,Virginia,FUR-CH-10001797,5.0,1
201908,Virginia,FUR-FU-10002456,2.0,1
201908,Virginia,FUR-TA-10003569,2.0,1
201908,Virginia,OFF-BI-10001359,5.0,1
201908,Virginia,OFF-PA-10000246,5.0,1
201908,Virginia,OFF-PA-10002986,3.0,1
201908,Virginia,TEC-PH-10000455,2.0,1
201908,Washington,FUR-FU-10003691,4.0,1
201908,Washington,OFF-AR-10003903,4.0,1
201908,Washington,OFF-BI-10004600,4.0,1
201908,Washington,OFF-FA-10004854,4.0,1
201908,Washington,TEC-PH-10000038,4.0,1
201908,Washington,TEC-PH-10000895,5.0,1
201908,Washington,TEC-PH-10001530,4.0,1
201910,Alabama,FUR-CH-10003774,2.0,1
201910,Alabama,OFF-ST-10001522,2.0,1
201910,Alabama,TEC-PH-10002352,2.0,1
201910,Arizona,FUR-FU-10003724,4.0,1
201910,Arizona,OFF-EN-10004846,3.0,1
201910,Arizona,OFF-FA-10000735,3.0,1
201910,Arizona,OFF-PA-10001838,3.0,1
201910,Arizona,OFF-SU-10003567,3.0,1
201910,Arizona,TEC-AC-10003038,3.0,1
201910,Arizona,TEC-PH-10000486,3.0,1
201910,Arizona,TEC-PH-10001557,3.0,1
201910,Arizona,TEC-PH-10001760,3.0,1
201910,Arkansas,FUR-CH-10004626,4.0,1
201910,Arkansas,FUR-FU-10002107,4.0,1
201910,Arkansas,OFF-LA-10000240,4.0,1
201910,California,FUR-BO-10001337,3.0,1
201910,California,FUR-CH-10000229,2.0,1
201910,California,FUR-CH-10002774,2.5,2
201910,California,FUR-CH-10003833,4.0,1
201910,California,FUR-TA-10001866,5.0,1
201910,California,OFF-AR-10001419,4.0,1
201910,California,OFF-AR-10002053,4.0,1
201910,California,OFF-AR-10002135,5.0,1
201910,California,OFF-BI-10000136,1.0,1
201910,California,OFF-BI-10001460,5.0,1
201910,California,OFF-BI-10002353,3.0,1
201910,California,OFF-BI-10002571,4.0,1
201910,California,OFF-BI-10002706,5.0,1
201910,California,OFF-BI-10002867,4.0,1
201910,California,OFF-BI-10003196,3.0,1
201910,California,OFF-BI-10003727,3.0,1
201910,California,OFF-BI-10004140,3.0,1
201910,California,OFF-BI-10004209,4.0,1
201910,California,OFF-EN-10001219,2.0,2
201910,California,OFF-FA-10002975,4.0,1
201910,California,OFF-LA-10002787,3.0,1
201910,California,OFF-LA-10004689,4.0,1
201910,California,OFF-PA-10003228,3.0,1
201910,California,OFF-PA-10004519,0.0,1
201910,California,OFF-PA-20000477,4.0,1
201910,California,OFF-ST-10001963,4.0,1
201910,California,OFF-ST-10002352,2.0,1
201910,California,OFF-ST-10002370,4.0,1
201910,California,OFF-ST-10003442,3.0,1
201910,California,OFF-ST-10003996,4.0,1
201910,California,OFF-SU-10000646,3.0,1
201910,California,OFF-SU-10002301,3.0,1
201910,California,TEC-AC-10001445,4.0,1
201910,California,TEC-AC-10002800,1.0,1
201910,California,TEC-AC-10003610,1.0,1
201910,California,TEC-AC-10004568,4.0,1
201910,California,TEC-PH-10001305,3.0,1
201910,California,TEC-PH-10002583,5.0,1
201910,California,TEC-PH-10003092,2.0,1
201910,California,TEC-PH-10004922,5.0,1
201910,Florida,FUR-FU-20004270,5.0,1
201910,Florida,OFF-PA-10000788,5.0,1
201910,Illinois,FUR-CH-10002880,5.0,1
201910,Illinois,OFF-BI-10000343,6.0,1
201910,Illinois,OFF-BI-10000632,2.0,1
201910,Illinois,OFF-LA-10003510,2.0,1
201910,Illinois,OFF-PA-10001184,6.0,1
201910,Illinois,OFF-PA-10002109,2.0,1
201910,Illinois,OFF-PA-10002581,6.0,1
201910,Illinois,OFF-ST-10003805,2.0,1
201910,Illinois,OFF-SU-10000898,5.0,1
201910,Illinois,TEC-AC-10001606,2.0,1
201910,Illinois,TEC-PH-10001363,2.0,1
201910,Indiana,OFF-PA-10000482,4.0,1
201910,Indiana,OFF-ST-10001932,3.0,1
201910,Indiana,TEC-AC-10003433,4.0,1
201910,Kansas,TEC-PH-10001336,4.0,1
201910,Louisiana,FUR-FU-10000193,4.0,1
201910,Massachusetts,FUR-CH-10000749,3.0,1
201910,Massachusetts,OFF-ST-10000615,3.0,1
201910,Massachusetts,TEC-AC-10000865,3.0,1
201910,Michigan,OFF-ST-10001713,5.0,1
201910,Nebraska,OFF-BI-10004099,2.0,1
201910,Nevada,OFF-FA-10000254,4.0,1
201910,New Hampshire,OFF-BI-10003476,2.0,1
201910,New Hampshire,OFF-ST-10001469,2.0,1
201910,New Jersey,FUR-CH-10002880,5.0,1
201910,New Jersey,OFF-BI-10004738,5.0,1
201910,New Mexico,OFF-AR-10000937,0.0,1
201910,New York,FUR-CH-10003298,2.0,1
201910,New York,OFF-BI-10002764,4.0,1
201910,New York,OFF-PA-10003823,5.0,1
201910,North Carolina,OFF-AR-10002335,6.0,1
201910,North Carolina,OFF-PA-10000349,5.0,1
201910,North Carolina,OFF-PA-10004071,6.0,1
201910,North Carolina,OFF-PA-20001166,5.0,1
201910,North Carolina,OFF-ST-10000532,6.0,1
201910,North Carolina,TEC-AC-10002331,0.0,1
201910,Ohio,FUR-CH-10003761,2.0,1
201910,Ohio,FUR-FU-10000521,6.0,1
201910,Ohio,FUR-TA-10000617,1.0,1
201910,Ohio,FUR-TA-10003954,2.0,1
201910,Ohio,OFF-AP-10002892,5.0,1
201910,Ohio,OFF-AP-10004708,1.0,1
201910,Ohio,OFF-AR-10004010,0.0,1
201910,Ohio,OFF-BI-10002429,0.0,1
201910,Ohio,OFF-EN-10004030,0.0,1
201910,Ohio,OFF-PA-10002230,2.0,1
201910,Ohio,TEC-AC-10003023,0.0,1
201910,Ohio,TEC-MA-10002694,0.0,1
201910,Pennsylvania,FUR-FU-10000222,6.0,1
201910,Pennsylvania,OFF-BI-10000309,4.0,1
201910,Pennsylvania,OFF-EN-10001335,4.0,1
201910,Pennsylvania,OFF-EN-10002230,4.0,1
201910,Pennsylvania,OFF-PA-10003016,4.0,1
201910,Pennsylvania,OFF-ST-10000642,7.0,1
201910,Pennsylvania,OFF-ST-10003479,4.0,1
201910,Pennsylvania,OFF-ST-10003816,4.0,1
201910,Pennsylvania,TEC-AC-10001553,4.0,1
201910,Rhode Island,FUR-CH-10002320,2.0,1
201910,Rhode Island,FUR-FU-10000023,2.0,1
201910,Rhode Island,FUR-FU-10002364,2.0,1
201910,Rhode Island,FUR-TA-10003238,2.0,1
201910,Rhode Island,OFF-AR-10001683,2.0,1
201910,Rhode Island,OFF-BI-10004001,2.0,1
201910,Rhode Island,OFF-PA-20002195,2.0,1
201910,South Carolina,OFF-FA-10002763,0.0,1
201910,Tennessee,FUR-TA-10003008,3.0,1
201910,Tennessee,OFF-ST-10000934,3.0,1
201910,Texas,FUR-FU-10000758,4.0,1
201910,Texas,FUR-FU-10004586,2.0,1
201910,Texas,OFF-AP-10004052,4.0,1
201910,Texas,OFF-BI-10002609,4.0,1
201910,Texas,OFF-BI-10003676,5.0,1
201910,Texas,OFF-BI-10004140,5.0,1
201910,Texas,OFF-BI-10004817,5.0,1
201910,Texas,OFF-FA-10000254,4.0,1
201910,Texas,OFF-FA-10002676,4.0,1
201910,Texas,OFF-LA-10002271,4.0,1
201910,Texas,OFF-ST-10001228,5.0,1
201910,Texas,TEC-AC-10001314,5.0,1
201910,Texas,TEC-CO-10002095,4.0,1
201910,Texas,TEC-PH-10001128,5.0,1
201910,Texas,TEC-PH-10004667,5.0,1
201910,Virginia,FUR-TA-10004607,5.0,1
201910,Virginia,OFF-AR-10001022,5.0,1
201910,Virginia,OFF-BI-10002432,2.0,1
201910,Virginia,OFF-EN-10003160,2.0,1
201910,Virginia,OFF-ST-10003479,5.0,1
201910,Virginia,OFF-ST-10003641,2.0,1
201910,Virginia,TEC-AC-10001542,2.0,1
201910,Washington,FUR-FU-10000448,4.0,1
201910,Washington,FUR-FU-10001196,5.0,1
201910,Washington,FUR-TA-10002903,2.0,1
201910,Washington,OFF-AP-10000240,2.0,1
201910,Washington,OFF-AR-10003190,2.0,1
201910,Washington,OFF-BI-10003784,5.0,1
201910,Washington,OFF-LA-10002475,5.0,1
201910,Washington,OFF-PA-10000167,5.0,1
201910,Washington,TEC-AC-10001101,2.0,1
201910,Washington,TEC-AC-10002942,5.0,1
201910,Washington,TEC-PH-10000526,4.0,1
201911,Alabama,OFF-AR-10001954,6.0,1
201911,Arizona,OFF-EN-10002621,5.0,1
201911,Arizona,OFF-SU-10001664,6.0,1
201911,Arizona,TEC-AC-10002550,6.0,1
201911,California,FUR-BO-10000330,0.0,1
201911,California,FUR-BO-10001601,2.0,1
201911,California,FUR-BO-10004015,2.0,1
201911,California,FUR-CH-10000595,2.0,1
201911,California,FUR-CH-10000863,2.0,1
201911,California,FUR-CH-10000988,7.0,1
201911,California,FUR-CH-10001714,2.0,1
201911,California,FUR-CH-10002335,4.0,1
201911,California,FUR-FU-10000320,5.0,1
201911,California,FUR-FU-10000397,6.0,1
201911,California,FUR-FU-10001602,2.0,1
201911,California,FUR-FU-10001867,6.0,1
201911,California,FUR-FU-10001940,2.0,1
201911,California,FUR-FU-10002505,3.0,1
201911,California,FUR-FU-10004671,4.0,1
201911,California,FUR-TA-10002041,7.0,1
201911,California,FUR-TA-10002356,4.0,1
201911,California,OFF-AP-10000240,2.0,1
201911,California,OFF-AP-10000692,5.0,1
201911,California,OFF-AP-10001242,2.0,1
201911,California,OFF-AP-10001626,2.0,1
201911,California,OFF-AP-10004859,3.0,1
201911,California,OFF-AR-10000940,7.0,1
201911,California,OFF-AR-10001868,0.0,1
201911,California,OFF-AR-10003156,7.0,1
201911,California,OFF-AR-10004707,4.0,1
201911,California,OFF-BI-10001036,7.0,1
201911,California,OFF-BI-10001553,5.0,1
201911,California,OFF-BI-10002012,5.0,1
201911,California,OFF-BI-10003684,5.0,1
201911,California,OFF-EN-10003160,2.0,1
201911,California,OFF-FA-10003495,7.0,1
201911,California,OFF-LA-10000407,6.0,1
201911,California,OFF-LA-10001045,6.0,1
201911,California,OFF-LA-10002043,0.0,1
201911,California,OFF-LA-10003498,7.0,1
201911,California,OFF-PA-10000223,7.0,1
201911,California,OFF-PA-10000575,2.0,1
201911,California,OFF-PA-10001033,5.0,1
201911,California,OFF-PA-10001509,2.0,1
201911,California,OFF-PA-10001609,5.0,1
201911,California,OFF-PA-10001947,4.0,1
201911,California,OFF-PA-10002137,6.0,1
201911,California,OFF-PA-10002245,4.0,1
201911,California,OFF-PA-10002586,5.0,1
201911,California,OFF-PA-10003309,5.0,1
201911,California,OFF-PA-10003395,2.0,1
201911,California,OFF-PA-10003465,2.0,1
201911,California,OFF-PA-10003625,2.0,1
201911,California,OFF-PA-10004947,7.0,1
201911,California,OFF-ST-10000991,2.0,1
201911,California,OFF-ST-10001321,2.0,1
201911,California,OFF-ST-10002743,2.0,1
201911,California,OFF-ST-10003208,4.0,1
201911,California,OFF-SU-10001225,0.0,1
201911,California,OFF-SU-10001574,2.0,1
201911,California,OFF-SU-10002537,3.0,1
201911,California,TEC-AC-10000474,5.0,1
201911,California,TEC-AC-10001314,2.0,1
201911,California,TEC-AC-10003280,2.0,1
201911,California,TEC-AC-10003447,3.0,1
201911,California,TEC-AC-10003832,3.0,1
201911,California,TEC-AC-10004209,6.0,1
201911,California,TEC-MA-10003246,7.0,1
201911,California,TEC-PH-10001079,7.0,1
201911,California,TEC-PH-10001425,2.0,1
201911,California,TEC-PH-10001580,4.0,1
201911,California,TEC-PH-10001615,4.0,1
201911,California,TEC-PH-10002103,6.0,1
201911,California,TEC-PH-10002680,2.0,1
201911,California,TEC-PH-10004188,2.0,1
201911,California,TEC-PH-10004447,6.0,1
201911,California,TEC-PH-10004586,7.0,1
201911,Colorado,FUR-CH-10000665,3.0,1
201911,Colorado,FUR-TA-10000849,2.0,1
201911,Colorado,OFF-AR-10000034,3.0,1
201911,Colorado,OFF-AR-10001897,6.0,1
201911,Colorado,OFF-PA-10002259,2.0,1
201911,Colorado,TEC-PH-10000560,3.0,1
201911,Colorado,TEC-PH-10001795,6.0,1
201911,Connecticut,OFF-BI-10003460,2.0,1
201911,Connecticut,OFF-SU-10002522,5.0,1
201911,Connecticut,TEC-PH-10001079,2.0,1
201911,Delaware,FUR-BO-10000362,6.0,1
201911,Delaware,FUR-FU-10002379,5.0,1
201911,Delaware,OFF-AR-10003752,5.0,1
201911,Delaware,OFF-BI-10002429,6.0,1
201911,Delaware,OFF-LA-10001569,6.0,1
201911,Delaware,OFF-LA-10002787,6.0,1
201911,Delaware,OFF-ST-10002011,5.0,1
201911,Florida,OFF-BI-10000201,4.0,1
201911,Florida,TEC-AC-10004171,4.0,1
201911,Georgia,OFF-AP-10002734,5.0,1
201911,Georgia,OFF-BI-10001071,5.0,1
201911,Georgia,OFF-EN-10001990,5.0,1
201911,Georgia,OFF-EN-10004955,5.0,1
201911,Georgia,OFF-PA-10000587,5.0,1
201911,Georgia,OFF-PA-10001752,3.0,1
201911,Illinois,FUR-BO-10003546,3.0,1
201911,Illinois,FUR-CH-10002017,4.0,1
201911,Illinois,FUR-CH-10003379,4.0,1
201911,Illinois,FUR-FU-10000175,4.0,1
201911,Illinois,FUR-FU-10001546,3.0,1
201911,Illinois,FUR-TA-10002533,3.0,1
201911,Illinois,OFF-BI-10001107,7.0,1
201911,Illinois,OFF-BI-10002571,6.0,1
201911,Illinois,OFF-BI-10004728,3.0,1
201911,Illinois,OFF-FA-10003112,5.0,1
201911,Illinois,OFF-PA-10000533,7.0,1
201911,Illinois,OFF-ST-10000025,3.0,1
201911,Illinois,OFF-ST-10000046,4.0,1
201911,Indiana,OFF-BI-10001634,5.0,1
201911,Indiana,OFF-EN-10003862,5.0,1
201911,Indiana,OFF-EN-10004483,5.0,1
201911,Indiana,OFF-PA-10003270,5.0,1
201911,Indiana,OFF-ST-10000675,5.0,1
201911,Kansas,TEC-PH-10000038,4.0,1
201911,Kentucky,OFF-AR-10001919,7.0,1
201911,Kentucky,OFF-AR-10002833,5.0,1
201911,Kentucky,OFF-PA-10004359,5.0,1
201911,Kentucky,OFF-ST-10000464,7.0,1
201911,Kentucky,OFF-ST-10001511,5.0,1
201911,Kentucky,TEC-PH-10002923,5.0,1
201911,Louisiana,TEC-AC-10002345,5.0,1
201911,Louisiana,TEC-PH-10003273,5.0,1
201911,Louisiana,TEC-PH-10004896,5.0,1
201911,Michigan,FUR-CH-10004997,6.0,1
201911,Michigan,OFF-AR-10000380,5.0,1
201911,Michigan,OFF-AR-20001149,6.0,1
201911,Michigan,OFF-BI-10000546,4.0,1
201911,Michigan,OFF-BI-10000756,4.0,1
201911,Michigan,OFF-BI-10002049,4.0,1
201911,Michigan,OFF-LA-10003930,5.0,1
201911,Michigan,OFF-PA-10000130,6.0,1
201911,Michigan,OFF-PA-10001815,5.0,1
201911,Michigan,OFF-PA-10002479,6.0,1
201911,Michigan,OFF-PA-10004082,5.0,1
201911,Michigan,OFF-ST-10001490,6.0,1
201911,Michigan,OFF-ST-20004950,6.0,1
201911,Minnesota,FUR-CH-10004289,4.0,1
201911,Minnesota,OFF-ST-10000877,5.0,1
201911,Minnesota,OFF-ST-10000885,2.0,1
201911,Minnesota,TEC-PH-10002103,5.0,1
201911,Missouri,TEC-AC-10001772,5.0,1
201911,Nebraska,TEC-AC-10003280,4.0,1
201911,New Jersey,OFF-AP-10004708,4.0,1
201911,New Jersey,OFF-BI-10000546,2.0,1
201911,New York,FUR-BO-10003159,4.0,1
201911,New York,FUR-CH-10001797,4.0,1
201911,New York,FUR-CH-10002602,5.0,1
201911,New York,FUR-FU-10003142,4.0,1
201911,New York,FUR-FU-10003268,4.0,1
201911,New York,FUR-FU-10004018,4.0,1
201911,New York,OFF-AP-10002518,4.0,1
201911,New York,OFF-BI-10000666,4.0,1
201911,New York,OFF-BI-10000962,6.0,1
201911,New York,OFF-BI-10001031,0.0,1
201911,New York,OFF-BI-10001078,0.0,1
201911,New York,OFF-BI-10001359,5.0,1
201911,New York,OFF-BI-10003669,5.0,1
201911,New York,OFF-BI-10003676,2.0,1
201911,New York,OFF-BI-10003712,4.0,1
201911,New York,OFF-EN-10002592,5.0,1
201911,New York,OFF-EN-10004007,4.0,1
201911,New York,OFF-FA-10000611,1.0,1
201911,New York,OFF-FA-10003021,6.0,1
201911,New York,OFF-LA-10001158,0.0,1
201911,New York,OFF-LA-10001569,4.0,1
201911,New York,OFF-LA-10001613,0.0,1
201911,New York,OFF-LA-10002762,7.0,1
201911,New York,OFF-PA-10000223,5.0,1
201911,New York,OFF-PA-10000246,1.0,1
201911,New York,OFF-PA-10000806,4.0,1
201911,New York,OFF-PA-10001776,6.0,1
201911,New York,OFF-PA-10003591,5.0,1
201911,New York,OFF-PA-10004039,6.0,1
201911,New York,OFF-PA-10004470,4.0,1
201911,New York,OFF-ST-10002974,5.0,1
201911,New York,OFF-ST-10003470,4.0,1
201911,New York,OFF-SU-10001574,6.0,1
201911,New York,TEC-AC-10000892,5.0,1
201911,New York,TEC-MA-10002927,5.0,1
201911,New York,TEC-PH-10000984,4.0,1
201911,New York,TEC-PH-10002170,0.0,1
201911,New York,TEC-PH-10002885,4.0,1
201911,New York,TEC-PH-10004093,5.0,1
201911,New York,TEC-PH-10004447,5.0,1
201911,North Carolina,FUR-FU-10001468,4.0,1
201911,North Carolina,FUR-TA-10001768,4.0,1
201911,North Carolina,OFF-AP-10004859,4.0,1
201911,North Carolina,OFF-AR-10000634,4.0,1
201911,North Carolina,OFF-AR-10003651,5.0,1
201911,North Carolina,OFF-BI-10002982,4.0,1
201911,North Carolina,OFF-FA-10000585,4.0,1
201911,North Carolina,OFF-FA-10003021,4.0,1
201911,North Carolina,OFF-LA-10001771,4.0,1
201911,North Carolina,OFF-ST-10001558,4.0,1
201911,North Carolina,TEC-PH-10004434,4.0,1
201911,Ohio,FUR-CH-10000847,0.0,1
201911,Ohio,FUR-FU-10002253,2.0,1
201911,Ohio,FUR-FU-10002960,5.0,1
201911,Ohio,OFF-AR-10004757,2.0,1
201911,Ohio,OFF-BI-10000494,2.0,1
201911,Ohio,OFF-BI-10001098,4.0,1
201911,Ohio,OFF-BI-10001658,2.0,1
201911,Ohio,OFF-BI-10001757,5.0,1
201911,Ohio,OFF-BI-10003350,6.0,1
201911,Ohio,TEC-PH-10000560,0.0,1
201911,Ohio,TEC-PH-10001299,4.0,1
201911,Ohio,TEC-PH-10001552,4.0,1
201911,Ohio,TEC-PH-10002584,5.0,1
201911,Ohio,TEC-PH-10004875,5.0,1
201911,Oregon,OFF-AR-10002240,4.0,1
201911,Oregon,OFF-AR-10003179,5.0,1
201911,Oregon,OFF-PA-10000304,4.0,1
201911,Oregon,OFF-PA-20001166,6.0,1
201911,Oregon,OFF-ST-10001097,6.0,1
201911,Oregon,OFF-ST-10001128,4.0,1
201911,Oregon,TEC-PH-10000038,6.0,1
201911,Oregon,TEC-PH-10000673,4.0,1
