Product ID,Category,Sub-Category,Product Name,source_filename,file_month
OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,201901_Orders_2019_02_04_15_41_32.csv,201901
FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-BI-20004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",201901_Orders_2019_02_04_15_41_32.csv,201901
TEC-PH-10004977,Technology,Phones,GE 30524EE4,201901_Orders_2019_02_04_15_41_32.csv,201901
TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-PA-10000955,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-PA-10002005,Office Supplies,Paper,Xerox 225,201901_Orders_2019_02_04_15_41_32.csv,201901
FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-AR-10004078,Office Supplies,Art,Newell 312,201901_Orders_2019_02_04_15_41_32.csv,201901
TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,201901_Orders_2019_02_04_15_41_32.csv,201901
FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-LA-10004272,Office Supplies,Labels,Avery 482,201901_Orders_2019_02_04_15_41_32.csv,201901
FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-BI-10004187,Office Supplies,Binders,Staples,201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-EN-10001990,Office Supplies,Envelopes,Staples,201901_Orders_2019_02_04_15_41_32.csv,201901
FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,201901_Orders_2019_02_04_15_41_32.csv,201901
FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,201901_Orders_2019_02_04_15_41_32.csv,201901
TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,201901_Orders_2019_02_04_15_41_32.csv,201901
FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,201901_Orders_2019_02_04_15_41_32.csv,201901
TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,201901_Orders_2019_02_04_15_41_32.csv,201901
FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,201901_Orders_2019_02_04_15_41_32.csv,201901
TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-PA-20000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",201901_Orders_2019_02_04_15_41_32.csv,201901
FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,201901_Orders_2019_02_04_15_41_32.csv,201901
FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,201901_Orders_2019_02_04_15_41_32.csv,201901
FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-AR-10003811,Office Supplies,Art,Newell 327,201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,201901_Orders_2019_02_04_15_41_32.csv,201901
FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",201901_Orders_2019_02_04_15_41_32.csv,201901
FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-EN-10001539,Office Supplies,Envelopes,Staples,201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-AR-10002375,Office Supplies,Art,Newell 351,201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",201901_Orders_2019_02_04_15_41_32.csv,201901
TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,201901_Orders_2019_02_04_15_41_32.csv,201901
FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-PA-10001804,Office Supplies,Paper,Xerox 195,201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",201901_Orders_2019_02_04_15_41_32.csv,201901
FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",201901_Orders_2019_02_04_15_41_32.csv,201901
TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,201901_Orders_2019_02_04_15_41_32.csv,201901
FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,201901_Orders_2019_02_04_15_41_32.csv,201901
TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",201901_Orders_2019_02_04_15_41_32.csv,201901
FUR-FU-10004587,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,201901_Orders_2019_02_04_15_41_32.csv,201901
FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,201901_Orders_2019_02_04_15_41_32.csv,201901
OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,201901_Orders_2019_02_04_15_41_32.csv,201901
FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",201902_Orders_2019_03_04_02_26_31.csv,201902
TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,201902_Orders_2019_03_04_02_26_31.csv,201902
OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,201902_Orders_2019_03_04_02_26_31.csv,201902
TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,201902_Orders_2019_03_04_02_26_31.csv,201902
OFF-FA-10001843,Office Supplies,Fasteners,Staples,201902_Orders_2019_03_04_02_26_31.csv,201902
OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,201902_Orders_2019_03_04_02_26_31.csv,201902
OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,201902_Orders_2019_03_04_02_26_31.csv,201902
OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,201902_Orders_2019_03_04_02_26_31.csv,201902
OFF-PA-10000350,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",201902_Orders_2019_03_04_02_26_31.csv,201902
OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",201902_Orders_2019_03_04_02_26_31.csv,201902
TEC-PH-10001615,Technology,Phones,AT&T CL82213,201902_Orders_2019_03_04_02_26_31.csv,201902
TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,201902_Orders_2019_03_04_02_26_31.csv,201902
OFF-LA-10002787,Office Supplies,Labels,Avery 480,201902_Orders_2019_03_04_02_26_31.csv,201902
OFF-BI-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",201902_Orders_2019_03_04_02_26_31.csv,201902
TEC-AC-10000710,Technology,Accessories,Maxell DVD-RAM Discs,201902_Orders_2019_03_04_02_26_31.csv,201902
OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,201902_Orders_2019_03_04_02_26_31.csv,201902
FUR-FU-10002111,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",201902_Orders_2019_03_04_02_26_31.csv,201902
OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,201902_Orders_2019_03_04_02_26_31.csv,201902
FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",201902_Orders_2019_03_04_02_26_31.csv,201902
OFF-LA-10004853,Office Supplies,Labels,Avery 483,201902_Orders_2019_03_04_02_26_31.csv,201902
OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,201902_Orders_2019_03_04_02_26_31.csv,201902
FUR-FU-10002298,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",201902_Orders_2019_03_04_02_26_31.csv,201902
OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,201902_Orders_2019_03_04_02_26_31.csv,201902
OFF-BI-20004654,Office Supplies,Binders,VariCap6 Expandable Binder,201902_Orders_2019_03_04_02_26_31.csv,201902
FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,201902_Orders_2019_03_04_02_26_31.csv,201902
FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",201902_Orders_2019_03_04_02_26_31.csv,201902
OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,201902_Orders_2019_03_04_02_26_31.csv,201902
OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,201902_Orders_2019_03_04_02_26_31.csv,201902
TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,201902_Orders_2019_03_04_02_26_31.csv,201902
OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8 x 11",201902_Orders_2019_03_04_02_26_31.csv,201902
OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,201902_Orders_2019_03_04_02_26_31.csv,201902
OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,201902_Orders_2019_03_04_02_26_31.csv,201902
OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",201902_Orders_2019_03_04_02_26_31.csv,201902
OFF-AR-10003631,Office Supplies,Art,Staples,201902_Orders_2019_03_04_02_26_31.csv,201902
OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,201902_Orders_2019_03_04_02_26_31.csv,201902
FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",201902_Orders_2019_03_04_02_26_31.csv,201902
TEC-AC-10001284,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,201902_Orders_2019_03_04_02_26_31.csv,201902
FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",201902_Orders_2019_03_04_02_26_31.csv,201902
OFF-PA-10003363,Office Supplies,Paper,Xerox 204,201902_Orders_2019_03_04_02_26_31.csv,201902
OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,201902_Orders_2019_03_04_02_26_31.csv,201902
OFF-PA-10001800,Office Supplies,Paper,Xerox 220,201902_Orders_2019_03_04_02_26_31.csv,201902
OFF-LA-10004425,Office Supplies,Labels,Staples,201902_Orders_2019_03_04_02_26_31.csv,201902
OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,201902_Orders_2019_03_04_02_26_31.csv,201902
OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",201902_Orders_2019_03_04_02_26_31.csv,201902
OFF-PA-10000069,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",201902_Orders_2019_03_04_02_26_31.csv,201902
OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,201902_Orders_2019_03_04_02_26_31.csv,201902
FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,201903_Orders_2019_04_01_20_39_17.csv,201903
FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,201903_Orders_2019_04_01_20_39_17.csv,201903
